ParticipantId,gender,age,race,ethnicity,education,household_income,relationship_marital_status,employment_status,state_of_residence
1637ABF8C5934A0B88F168A470CF3862,Woman,31,White,"No, not of Hispanic, Latino, or Spanish origin","Associate degree (for example: AA, AS)","$100,000-$124,999",Married,Part-time,Ohio
16872CFD9F1D46C688288D9FC584C3B3,Woman,23,Chinese,"No, not of Hispanic, Latino, or Spanish origin","Bachelor's degree (for example: BA, AB, BS)","$125,000-$149,999",In a relationship,Full-time,New York
16F948C0B3F744FDAC86AE8AB8AA59D3,Man,41,White,"No, not of Hispanic, Latino, or Spanish origin","Master's degree (for example: MA, MS, MEng, MEd, MSW, MBA)","$50,000-$59,999",Married,Full-time,Louisiana
17033210B1054BE6ABA131650A896433,Woman,31,Black or African American,"No, not of Hispanic, Latino, or Spanish origin","Bachelor's degree (for example: BA, AB, BS)","$20,000-$29,999",Single,Business Owner,Louisiana
171B2E65F1C743E0ABE96BE1FAEB6D56,Woman,40,Black or African American,"Yes, Mexican, Mexican Am., Chicano","Bachelor's degree (for example: BA, AB, BS)","$40,000-$49,999",Single,Full-time,Maryland
176175CB71BE4F899BC90A1854018057,Man,59,White,"No, not of Hispanic, Latino, or Spanish origin","Doctorate degree (for example: PhD, EdD)","$100,000-$124,999",Married,Business Owner,Pennsylvania
176B40DB9C0E4C7A9EC1E3EC0095D980,Man,48,White,"No, not of Hispanic, Latino, or Spanish origin","Some college, but no degree","$40,000-$49,999",Single,Unemployed,Massachusetts
17B34D2DB344465A80C2901BFC147EF1,Man,26,American Indian or Alaska Native,"Yes, another Hispanic, Latino, or Spanish origin – (for example, Salvadoran, Dominican, Colombian, Guatemalan, Spaniard, Ecuadorian, etc.)","Bachelor's degree (for example: BA, AB, BS)","Less than $10,000",Single,Unemployed,Arizona
17B67E5365D44002A4DFAEB37E3D4E53,Woman,29,Black or African American,"No, not of Hispanic, Latino, or Spanish origin","Some college, but no degree","$20,000-$29,999",Single,Unemployed,Maryland
17C85E96AECE4F48B85D465B06656A20,Woman,33,White,"No, not of Hispanic, Latino, or Spanish origin","Associate degree (for example: AA, AS)","$30,000-$39,999",Single,Part-time,Missouri
17E164CD84AC4F23B1D843EBD341FFDA,Woman,33,Chinese,"No, not of Hispanic, Latino, or Spanish origin","Bachelor's degree (for example: BA, AB, BS)","$50,000-$59,999",Single,Full-time,California
17F76C77FFDA4939A5241C48FD944FF7,Woman,70,White,"No, not of Hispanic, Latino, or Spanish origin","Bachelor's degree (for example: BA, AB, BS)","$40,000-$49,999",Widowed,Retired,NULL
17F9334BA055489FBF02E582FA2167A8,Man,41,White,"No, not of Hispanic, Latino, or Spanish origin","Some college, but no degree","$20,000-$29,999",Single,Unemployed,California
180BDA272B474D36AF9FA9EC01779D78,Woman,33,White,"No, not of Hispanic, Latino, or Spanish origin","Bachelor's degree (for example: BA, AB, BS)","$40,000-$49,999",Single,Full-time,Georgia
188145C8A37249E8AE132A6E207C669A,Man,25,Black or African American,"No, not of Hispanic, Latino, or Spanish origin","Master's degree (for example: MA, MS, MEng, MEd, MSW, MBA)","$80,000-$89,999",Married,Part-time,Florida
189C3E7BE9974706A20C5FF5DEBD57BC,Man,55,Black or African American,"No, not of Hispanic, Latino, or Spanish origin","Bachelor's degree (for example: BA, AB, BS)","$250,000 or more",Single,Business Owner,NULL
18DC40E728E246CE89C2D112A051AC59,Woman,22,White,"Yes, Mexican, Mexican Am., Chicano","Bachelor's degree (for example: BA, AB, BS)",Prefer not to say,Married,"Not in paid work (e.g., homemaker, disabled)",California
18E205D458524208BC0F1FACFF0385B6,Woman,44,White,"No, not of Hispanic, Latino, or Spanish origin","Bachelor's degree (for example: BA, AB, BS)","$90,000-$99,999",Married,Business Owner,Kentucky
1921A50AF88347C18FEF1D8452CF38A3,Woman,25,White,"Yes, Mexican, Mexican Am., Chicano","Some college, but no degree","$20,000-$29,999",In a relationship,Business Owner,Illinois
194B407920E54E169614F93C42925AB2,Man,59,American Indian or Alaska Native,"No, not of Hispanic, Latino, or Spanish origin","Bachelor's degree (for example: BA, AB, BS)","$175,000-$199,999",Married,Full-time,Texas
19549E6E0772430EB55490ADCBD0E961,Man,23,Chinese,"No, not of Hispanic, Latino, or Spanish origin","Bachelor's degree (for example: BA, AB, BS)","$40,000-$49,999",Single,Full-time,California
197B26507CAD4773945509B06FC33AA5,Woman,34,Black or African American,"No, not of Hispanic, Latino, or Spanish origin","Bachelor's degree (for example: BA, AB, BS)","$90,000-$99,999",Single,Full-time,North Carolina
1985A9BB450945ACAB74AE551F5F4855,Man,39,White,"No, not of Hispanic, Latino, or Spanish origin","Bachelor's degree (for example: BA, AB, BS)","$50,000-$59,999",Married,Full-time,North Carolina
1A24AEAA97534FB2BC56EF43209C24E5,Man,56,White,"No, not of Hispanic, Latino, or Spanish origin",High school graduate - high school diploma or the equivalent (for example: GED),"$30,000-$39,999",Married,Full-time,North Carolina
1A40B0BD6ACA480A93FDCD0C474DE120,Man,61,White,"No, not of Hispanic, Latino, or Spanish origin","Doctorate degree (for example: PhD, EdD)","$80,000-$89,999",Divorced,Full-time,South Carolina
1A7A973EBA6B46E3BB0840196EFFCB85,Woman,70,White,"No, not of Hispanic, Latino, or Spanish origin","Associate degree (for example: AA, AS)","$40,000-$49,999",In a relationship,Full-time,Florida
1AA2C6B8253E42239798BEF551198E36,Woman,34,White,"No, not of Hispanic, Latino, or Spanish origin","Master's degree (for example: MA, MS, MEng, MEd, MSW, MBA)","$50,000-$59,999",Single,Full-time,Tennessee
1AF289FB422C42A692D8D57CC33FC7F4,Man,47,Black or African American,"No, not of Hispanic, Latino, or Spanish origin","Some college, but no degree","$80,000-$89,999",Married,Part-time,California
1AF36584A39C4635A9D916955A490699,Man,33,Black or African American,"No, not of Hispanic, Latino, or Spanish origin",High school graduate - high school diploma or the equivalent (for example: GED),"$20,000-$29,999",Single,Unemployed,Illinois
1AFA3BC3DF754EC691DB9DC6121C4F3C,Woman,32,Chinese,"No, not of Hispanic, Latino, or Spanish origin","Bachelor's degree (for example: BA, AB, BS)","$90,000-$99,999",Married,Full-time,New York
1B7B6C6E48844439A675140EDBC81584,Man,25,White,"No, not of Hispanic, Latino, or Spanish origin","Bachelor's degree (for example: BA, AB, BS)","$60,000-$69,999",Single,Full-time,Rhode Island
1BCE056579534670878DE6FA764B9A2A,Man,42,White,"No, not of Hispanic, Latino, or Spanish origin","Master's degree (for example: MA, MS, MEng, MEd, MSW, MBA)","$20,000-$29,999",Married,Full-time,Texas
1BEE26BAEA874C5694A496B20729F4BE,Man,33,Chinese,"No, not of Hispanic, Latino, or Spanish origin","Bachelor's degree (for example: BA, AB, BS)","$100,000-$124,999",Single,Full-time,California
1BF219FD16654D2984BCAD607B5A595C,Man,38,White,"No, not of Hispanic, Latino, or Spanish origin","Master's degree (for example: MA, MS, MEng, MEd, MSW, MBA)","$100,000-$124,999",Married,Full-time,Missouri
1BF9A4A9355F496097B6BF475F98003E,Woman,43,White,"No, not of Hispanic, Latino, or Spanish origin","Some college, but no degree","$40,000-$49,999",Married,Full-time,Ohio
1C2D2BC675A54F30A496DDEEFDA7BC31,Man,26,White,"No, not of Hispanic, Latino, or Spanish origin","Master's degree (for example: MA, MS, MEng, MEd, MSW, MBA)","$10,000-$19,999",In a relationship,Part-time,California
1C5CBBB511BA4A83A0323685B6060134,Man,54,White,"No, not of Hispanic, Latino, or Spanish origin","Doctorate degree (for example: PhD, EdD)","$125,000-$149,999",Married,Full-time,NULL
1C97D54A57454F17B83E32D6C199B989,Man,23,White,"No, not of Hispanic, Latino, or Spanish origin","Bachelor's degree (for example: BA, AB, BS)","$100,000-$124,999",Single,Unemployed,Colorado
1C9B715F8A59487A9E65FF4FBB0B3872,Man,41,White,"No, not of Hispanic, Latino, or Spanish origin","Bachelor's degree (for example: BA, AB, BS)","$250,000 or more",Married,Business Owner,New York
1CF7C21F094A41B787AA4786ED542DC9,Woman,53,White,"No, not of Hispanic, Latino, or Spanish origin","Bachelor's degree (for example: BA, AB, BS)","$40,000-$49,999",Married,Full-time,South Carolina
1D3B9707F0B64B38A0AF06A16008FF33,Woman,42,White,"No, not of Hispanic, Latino, or Spanish origin","Bachelor's degree (for example: BA, AB, BS)","$50,000-$59,999",Single,Full-time,NULL
1D71A5F423D14CCDAC4CFD7D6589BDBE,Man,40,Black or African American,"No, not of Hispanic, Latino, or Spanish origin","Master's degree (for example: MA, MS, MEng, MEd, MSW, MBA)","$40,000-$49,999",In a relationship,Full-time,Georgia
1D7343B38ECA44758C4993C48B60B93B,Man,59,White,"No, not of Hispanic, Latino, or Spanish origin",High school graduate - high school diploma or the equivalent (for example: GED),"$30,000-$39,999",Married,Retired,Florida
1D861F84387C4C2DBAC26C49CDF58AB5,Man,23,White,"No, not of Hispanic, Latino, or Spanish origin","Some college, but no degree","$70,000-$79,999",Single,Full-time,Illinois
1DF28D04D4BC4AD0A9B59DD0E935393A,Man,38,Japanese,"No, not of Hispanic, Latino, or Spanish origin","Some college, but no degree","$30,000-$39,999",Divorced,Business Owner,Wisconsin
1E145FF2CCA649228957F6052F792FBF,Woman,47,White,"No, not of Hispanic, Latino, or Spanish origin","Bachelor's degree (for example: BA, AB, BS)","$60,000-$69,999",Married,Full-time,Pennsylvania
1E27521968A6484F969DA4F897AC6917,Woman,32,White,"No, not of Hispanic, Latino, or Spanish origin","Master's degree (for example: MA, MS, MEng, MEd, MSW, MBA)","$100,000-$124,999",Married,"Not in paid work (e.g., homemaker, disabled)",Illinois
1E3BD47CF87945A0A0FBA82EABB7F6B0,Woman,28,Chinese,"No, not of Hispanic, Latino, or Spanish origin","Bachelor's degree (for example: BA, AB, BS)","$40,000-$49,999",Married,Student,Michigan
1F74267F1EEF45EA9C1083FC5F9C086E,Woman,36,White,"No, not of Hispanic, Latino, or Spanish origin","Associate degree (for example: AA, AS)","$100,000-$124,999",In a civil union/partnership,Full-time,California
1F8FAFCF5442455CAF4C9CFF8620AB7E,Man,30,White,"No, not of Hispanic, Latino, or Spanish origin","Some college, but no degree","$200,000-$224,999",Single,Full-time,Tennessee
1FC2EFDF6A434542A0494A669CF8E28A,Woman,41,White,"No, not of Hispanic, Latino, or Spanish origin","Associate degree (for example: AA, AS)","$90,000-$99,999",Married,"Not in paid work (e.g., homemaker, disabled)",California
1FCEC0C135094DEE867E3FF7482CBFA8,Woman,41,White,"No, not of Hispanic, Latino, or Spanish origin","Bachelor's degree (for example: BA, AB, BS)","$50,000-$59,999",I’d Rather Not Say,Full-time,Pennsylvania
1FDD942971B14DB2A198ED8568924B7C,Woman,36,White,"No, not of Hispanic, Latino, or Spanish origin",High school graduate - high school diploma or the equivalent (for example: GED),"$90,000-$99,999",Married,"Not in paid work (e.g., homemaker, disabled)",Georgia
2014ADCB923242828F38B864DEC7E9D4,Man,57,White,"No, not of Hispanic, Latino, or Spanish origin","Professional degree (for example: MD, DDS, DVM, LLB, JD)","$90,000-$99,999",Divorced,Full-time,NULL
2029AFA4C0B44608A91F5754DD90A1BC,Woman,39,White,"No, not of Hispanic, Latino, or Spanish origin","Associate degree (for example: AA, AS)","$20,000-$29,999",Married,Full-time,Nevada
204DDB30D16B474BAA54EB6C80153D5B,Man,44,White,"No, not of Hispanic, Latino, or Spanish origin","Master's degree (for example: MA, MS, MEng, MEd, MSW, MBA)","$70,000-$79,999",Married,Full-time,Arizona
2070163A747E474BA268EEFC25278E42,Non-binary,28,Black or African American,"Yes, Mexican, Mexican Am., Chicano","Some college, but no degree","$60,000-$69,999",Married,Part-time,Arizona
208C4E3596D44FCF81020892DBFF3DDA,Woman,29,Black or African American,"No, not of Hispanic, Latino, or Spanish origin","Master's degree (for example: MA, MS, MEng, MEd, MSW, MBA)","$100,000-$124,999",Married,Part-time,NULL
2096241C7A2D4807B7A396CCA07FB150,Man,55,White,"No, not of Hispanic, Latino, or Spanish origin","Bachelor's degree (for example: BA, AB, BS)","$100,000-$124,999",Single,Full-time,Illinois
20D0D3D6CBE94173B5D514DE2F48B197,Woman,43,Filipino,"No, not of Hispanic, Latino, or Spanish origin","Bachelor's degree (for example: BA, AB, BS)","$50,000-$59,999",Single,Full-time,Hawaii
20FE40F8184342B7BD56159FA1E44F75,Woman,32,White,"No, not of Hispanic, Latino, or Spanish origin","Bachelor's degree (for example: BA, AB, BS)","$40,000-$49,999",Married,"Not in paid work (e.g., homemaker, disabled)",Washington
21100694638C4D7387B8AD7A9C9074C2,Woman,25,Black or African American,"No, not of Hispanic, Latino, or Spanish origin","Bachelor's degree (for example: BA, AB, BS)","$90,000-$99,999",In a relationship,Full-time,Georgia
21727F7DC5354EDCA80C499E02C4E3A9,Woman,36,American Indian or Alaska Native,"No, not of Hispanic, Latino, or Spanish origin",High school graduate - high school diploma or the equivalent (for example: GED),"$50,000-$59,999",In a relationship,Full-time,North Carolina
218D74FFB32A4C838A88C6019A69DE91,Man,72,White,"No, not of Hispanic, Latino, or Spanish origin","Some college, but no degree","$40,000-$49,999",Divorced,Full-time,Tennessee
2199BC5C135A4976AE5708EC981A657B,Woman,29,White,"No, not of Hispanic, Latino, or Spanish origin","Bachelor's degree (for example: BA, AB, BS)","$150,0000-$174,999",Married,Full-time,NULL
21CC1F4A3630480AAC403B2C1BD514C5,Man,48,White,"No, not of Hispanic, Latino, or Spanish origin","Master's degree (for example: MA, MS, MEng, MEd, MSW, MBA)","$70,000-$79,999",Single,Business Owner,North Carolina
21DADAA951224F9396F7EA60E34FDFF9,Man,43,White,"No, not of Hispanic, Latino, or Spanish origin","Bachelor's degree (for example: BA, AB, BS)","$150,0000-$174,999",Married,Full-time,West Virginia
21EBD0BDC95146B39321211CC7438FEF,Woman,32,White,"No, not of Hispanic, Latino, or Spanish origin","Some college, but no degree","$30,000-$39,999",Married,"Not in paid work (e.g., homemaker, disabled)",Missouri
2216D373C920464C85EAB9AB0267D548,Woman,40,White,"No, not of Hispanic, Latino, or Spanish origin","Bachelor's degree (for example: BA, AB, BS)","$90,000-$99,999",Married,"Not in paid work (e.g., homemaker, disabled)",Florida
2217FCEDACB447AABB495788244251D4,Man,25,White,"No, not of Hispanic, Latino, or Spanish origin","Bachelor's degree (for example: BA, AB, BS)","$60,000-$69,999",Single,Full-time,Nevada
2218182CD823447B9AC2ABD92512ACC4,Man,56,White,"No, not of Hispanic, Latino, or Spanish origin","Bachelor's degree (for example: BA, AB, BS)","$125,000-$149,999",Married,Full-time,Texas
22574F14C36748D5AF5E4C8D80EC1784,Man,28,An ethnicity not listed here,"Yes, Mexican, Mexican Am., Chicano","Some college, but no degree","$30,000-$39,999",Single,Student,Arizona
2264D80864254B698C3A2849AD444185,Woman,50,Black or African American,"No, not of Hispanic, Latino, or Spanish origin","Bachelor's degree (for example: BA, AB, BS)","$125,000-$149,999",Married,Full-time,Texas
22FDF876E0614ADB874D9E1B3849F1DB,Man,51,White,"No, not of Hispanic, Latino, or Spanish origin","Master's degree (for example: MA, MS, MEng, MEd, MSW, MBA)","$40,000-$49,999",Divorced,Full-time,Michigan
236B988A1920439984AD4F78CB7D8E71,Woman,51,White,"No, not of Hispanic, Latino, or Spanish origin","Associate degree (for example: AA, AS)","$10,000-$19,999",Single,"Not in paid work (e.g., homemaker, disabled)",Minnesota
237194CD2C1C4BFBA9AE8CE24126C539,Man,45,White,"No, not of Hispanic, Latino, or Spanish origin","Associate degree (for example: AA, AS)","Less than $10,000",Single,Part-time,Ohio
239120739FAE48FD9749FD6B2EC2F66E,Woman,32,White,"No, not of Hispanic, Latino, or Spanish origin","Master's degree (for example: MA, MS, MEng, MEd, MSW, MBA)","$20,000-$29,999",Married,Part-time,Nebraska
23A0AA31DA424113B118E1545F724FFC,Man,41,White,"No, not of Hispanic, Latino, or Spanish origin","Associate degree (for example: AA, AS)","$10,000-$19,999",Single,Full-time,Ohio
23CC67D655E247ACADFB500FE96B2674,Woman,54,White,"No, not of Hispanic, Latino, or Spanish origin","Associate degree (for example: AA, AS)","$40,000-$49,999",Married,Part-time,Arkansas
23FA8333AAFC422E866AD71CCEC960CA,Man,32,White,"No, not of Hispanic, Latino, or Spanish origin","Bachelor's degree (for example: BA, AB, BS)","$250,000 or more",Married,Full-time,New Jersey
245C359634154BB4BD502B646AAD3CF4,Man,42,Black or African American,"No, not of Hispanic, Latino, or Spanish origin","Bachelor's degree (for example: BA, AB, BS)","$50,000-$59,999",Married,Full-time,Texas
249AFC341AC54DC3B2D1A3F20F4BB970,Man,36,Black or African American,"No, not of Hispanic, Latino, or Spanish origin","Master's degree (for example: MA, MS, MEng, MEd, MSW, MBA)","$100,000-$124,999",Married,Full-time,NULL
24AE180313844F8E9C09F0EE32E8EB93,Man,29,White,"No, not of Hispanic, Latino, or Spanish origin","Bachelor's degree (for example: BA, AB, BS)","$200,000-$224,999",In a relationship,Full-time,Connecticut
24BC3A44EAB247DD8A64EE8D7C02D0E5,Woman,32,White,"Yes, Mexican, Mexican Am., Chicano","Bachelor's degree (for example: BA, AB, BS)","$100,000-$124,999",Married,Full-time,Arizona
